id;age_years;age_years_full;sex;cb;experimenter;order;condition;trial;obj.pair;consis;hierarchy_dx_coin;hierarchy_x_coin;fb_control;res_c;res_t;c_correct;t_correct
47;7,08219178082192;7;f;CB_14;Joana;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
47;7,08219178082192;7;f;CB_14;Joana;acn acn;control;1;CX;C;1;1;NA;left;self;1;1
47;7,08219178082192;7;f;CB_14;Joana;acn acn;control;2;XC;I;1;1;NA;right;wind;1;1
47;7,08219178082192;7;f;CB_14;Joana;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
47;7,08219178082192;7;f;CB_14;Joana;acn acn;change_of_location;2;0M;C;1;1;1;right;self;1;1
48;6,31232876712329;6;m;CB_23;Isa;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
48;6,31232876712329;6;m;CB_23;Isa;nca nca;dual_identity;2;CX;I;1;1;1;left;wind;1;1
48;6,31232876712329;6;m;CB_23;Isa;nca nca;control;1;CX;I;1;1;NA;left;wind;1;1
48;6,31232876712329;6;m;CB_23;Isa;nca nca;control;2;XC;C;1;1;NA;right;self;1;1
48;6,31232876712329;6;m;CB_23;Isa;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
48;6,31232876712329;6;m;CB_23;Isa;nca nca;change_of_location;2;0M;I;1;1;1;right;wind;1;1
49;5,78630136986301;5;m;CB_24;Isa;nca nca;dual_identity;1;CX;C;1;1;1;right;wind;0;0
49;5,78630136986301;5;m;CB_24;Isa;nca nca;dual_identity;2;XC;I;1;1;1;left;self;0;0
49;5,78630136986301;5;m;CB_24;Isa;nca nca;control;1;XC;I;1;1;NA;right;wind;1;1
49;5,78630136986301;5;m;CB_24;Isa;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
49;5,78630136986301;5;m;CB_24;Isa;nca nca;change_of_location;1;0M;C;1;1;1;right;wind;1;0
49;5,78630136986301;5;m;CB_24;Isa;nca nca;change_of_location;2;M0;I;1;1;1;left;self;0;0
52;7,80000000000000;7;f;CB_27;Isa;nca nca;dual_identity;1;CX;I;1;1;1;left;wind;1;1
52;7,80000000000000;7;f;CB_27;Isa;nca nca;dual_identity;2;CX;C;1;1;1;left;self;1;1
52;7,80000000000000;7;f;CB_27;Isa;nca nca;control;1;XC;C;1;1;NA;NA;self;NA;1
52;7,80000000000000;7;f;CB_27;Isa;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
52;7,80000000000000;7;f;CB_27;Isa;nca nca;change_of_location;1;0M;I;1;1;1;right;wind;1;1
52;7,80000000000000;7;f;CB_27;Isa;nca nca;change_of_location;2;0M;C;1;1;1;right;self;1;1
53;6,93424657534247;6;f;CB_28;Isa;nca nca;dual_identity;1;XC;I;0;1;1;NA;NA;NA;NA
53;6,93424657534247;6;f;CB_28;Isa;nca nca;dual_identity;2;XC;C;0;1;1;NA;NA;NA;NA
53;6,93424657534247;6;f;CB_28;Isa;nca nca;control;1;CX;C;0;1;NA;left;self;1;1
53;6,93424657534247;6;f;CB_28;Isa;nca nca;control;2;CX;I;0;1;NA;left;wind;1;1
53;6,93424657534247;6;f;CB_28;Isa;nca nca;change_of_location;1;M0;I;0;1;1;left;self;0;0
53;6,93424657534247;6;f;CB_28;Isa;nca nca;change_of_location;2;M0;C;0;1;1;left;self;0;1
56;5,43835616438356;5;m;CB_31;Isa;nca nca;dual_identity;1;CX;I;1;1;1;left;wind;1;1
56;5,43835616438356;5;m;CB_31;Isa;nca nca;dual_identity;2;XC;C;1;1;1;right;self;1;1
56;5,43835616438356;5;m;CB_31;Isa;nca nca;control;1;XC;C;1;1;NA;right;wind;1;0
56;5,43835616438356;5;m;CB_31;Isa;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
56;5,43835616438356;5;m;CB_31;Isa;nca nca;change_of_location;1;0M;I;1;1;1;right;wind;1;1
56;5,43835616438356;5;m;CB_31;Isa;nca nca;change_of_location;2;M0;C;1;1;1;left;wind;0;0
57;4,94246575342466;4;f;CB_32;Isa;nca nca;dual_identity;1;XC;I;0;1;1;NA;NA;NA;NA
57;4,94246575342466;4;f;CB_32;Isa;nca nca;dual_identity;2;CX;C;0;1;1;NA;NA;NA;NA
57;4,94246575342466;4;f;CB_32;Isa;nca nca;control;1;CX;C;0;1;NA;left;self;1;1
57;4,94246575342466;4;f;CB_32;Isa;nca nca;control;2;XC;I;0;1;NA;right;wind;1;1
57;4,94246575342466;4;f;CB_32;Isa;nca nca;change_of_location;1;M0;I;0;1;1;left;self;0;0
57;4,94246575342466;4;f;CB_32;Isa;nca nca;change_of_location;2;0M;C;0;1;1;left;wind;0;0
58;6,82191780821918;6;m;CB_15;Isa;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
58;6,82191780821918;6;m;CB_15;Isa;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
58;6,82191780821918;6;m;CB_15;Isa;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
58;6,82191780821918;6;m;CB_15;Isa;acn acn;control;2;CX;I;1;1;NA;left;self;1;0
58;6,82191780821918;6;m;CB_15;Isa;acn acn;change_of_location;1;M0;I;1;1;1;right;wind;1;1
58;6,82191780821918;6;m;CB_15;Isa;acn acn;change_of_location;2;0M;C;1;1;1;right;wind;1;0
59;6,67671232876712;6;m;CB_16;Joana;acn acn;dual_identity;1;CX;I;1;1;1;left;wind;1;1
59;6,67671232876712;6;m;CB_16;Joana;acn acn;dual_identity;2;XC;C;1;1;1;right;self;1;1
59;6,67671232876712;6;m;CB_16;Joana;acn acn;control;1;CX;C;1;1;NA;right;wind;0;0
59;6,67671232876712;6;m;CB_16;Joana;acn acn;control;2;XC;I;1;1;NA;left;self;0;0
59;6,67671232876712;6;m;CB_16;Joana;acn acn;change_of_location;1;0M;I;1;1;1;left;self;0;0
59;6,67671232876712;6;m;CB_16;Joana;acn acn;change_of_location;2;M0;C;1;1;1;right;wind;1;0
60;7,90410958904110;7;f;CB_01;Joana;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
60;7,90410958904110;7;f;CB_01;Joana;acn acn;dual_identity;2;XC;I;1;1;1;right;wind;1;1
60;7,90410958904110;7;f;CB_01;Joana;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
60;7,90410958904110;7;f;CB_01;Joana;acn acn;control;2;CX;C;1;1;NA;left;self;1;1
60;7,90410958904110;7;f;CB_01;Joana;acn acn;change_of_location;1;M0;C;1;1;1;left;self;0;1
60;7,90410958904110;7;f;CB_01;Joana;acn acn;change_of_location;2;M0;I;1;1;1;left;wind;0;1
61;5,47397260273973;5;f;CB_02;Joana;acn acn;dual_identity;1;CX;C;0;1;1;NA;NA;NA;NA
61;5,47397260273973;5;f;CB_02;Joana;acn acn;dual_identity;2;CX;I;0;1;1;NA;NA;NA;NA
61;5,47397260273973;5;f;CB_02;Joana;acn acn;control;1;XC;I;0;1;NA;right;wind;1;1
61;5,47397260273973;5;f;CB_02;Joana;acn acn;control;2;XC;C;0;1;NA;right;self;1;1
61;5,47397260273973;5;f;CB_02;Joana;acn acn;change_of_location;1;0M;C;0;1;1;left;wind;0;0
61;5,47397260273973;5;f;CB_02;Joana;acn acn;change_of_location;2;0M;I;0;1;1;left;self;0;0
62;5,74246575342466;5;m;CB_16;Isa;acn acn;dual_identity;1;CX;I;1;1;1;left;wind;1;1
62;5,74246575342466;5;m;CB_16;Isa;acn acn;dual_identity;2;XC;C;1;1;1;right;wind;1;0
62;5,74246575342466;5;m;CB_16;Isa;acn acn;control;1;CX;C;1;1;NA;left;self;1;1
62;5,74246575342466;5;m;CB_16;Isa;acn acn;control;2;XC;I;1;1;NA;right;wind;1;1
62;5,74246575342466;5;m;CB_16;Isa;acn acn;change_of_location;1;0M;I;1;1;1;right;wind;1;1
62;5,74246575342466;5;m;CB_16;Isa;acn acn;change_of_location;2;M0;C;1;1;1;left;wind;0;0
63;6,01643835616438;6;m;CB_32;Isa;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
63;6,01643835616438;6;m;CB_32;Isa;nca nca;dual_identity;2;CX;C;1;1;1;left;self;1;1
63;6,01643835616438;6;m;CB_32;Isa;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
63;6,01643835616438;6;m;CB_32;Isa;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
63;6,01643835616438;6;m;CB_32;Isa;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
63;6,01643835616438;6;m;CB_32;Isa;nca nca;change_of_location;2;0M;C;1;1;1;right;self;1;1
64;7,01917808219178;7;m;CB_04;Isa;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
64;7,01917808219178;7;m;CB_04;Isa;acn acn;dual_identity;2;XC;I;1;1;1;right;self;1;0
64;7,01917808219178;7;m;CB_04;Isa;acn acn;control;1;XC;I;1;1;NA;left;self;0;0
64;7,01917808219178;7;m;CB_04;Isa;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
64;7,01917808219178;7;m;CB_04;Isa;acn acn;change_of_location;1;M0;C;1;1;1;left;self;0;1
64;7,01917808219178;7;m;CB_04;Isa;acn acn;change_of_location;2;M0;I;1;1;1;left;self;0;0
65;5,01643835616438;5;m;CB_07;Isa;acn acn;dual_identity;1;CX;C;1;1;0;NA;NA;NA;NA
65;5,01643835616438;5;m;CB_07;Isa;acn acn;dual_identity;2;XC;I;1;1;1;left;self;0;0
65;5,01643835616438;5;m;CB_07;Isa;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
65;5,01643835616438;5;m;CB_07;Isa;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
65;5,01643835616438;5;m;CB_07;Isa;acn acn;change_of_location;1;0M;C;1;1;1;left;wind;0;0
65;5,01643835616438;5;m;CB_07;Isa;acn acn;change_of_location;2;M0;I;1;1;1;right;self;1;0
67;4,51232876712329;4;f;CB_19;Joana;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
67;4,51232876712329;4;f;CB_19;Joana;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
67;4,51232876712329;4;f;CB_19;Joana;nca nca;control;1;CX;I;1;1;NA;left;wind;1;1
67;4,51232876712329;4;f;CB_19;Joana;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
67;4,51232876712329;4;f;CB_19;Joana;nca nca;change_of_location;1;M0;C;1;1;1;right;wind;1;0
67;4,51232876712329;4;f;CB_19;Joana;nca nca;change_of_location;2;M0;I;1;1;1;right;self;1;0
68;5,35616438356164;5;m;CB_30;Joana;nca nca;dual_identity;1;CX;I;1;1;1;left;wind;1;1
68;5,35616438356164;5;m;CB_30;Joana;nca nca;dual_identity;2;XC;C;1;1;1;left;wind;0;0
68;5,35616438356164;5;m;CB_30;Joana;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
68;5,35616438356164;5;m;CB_30;Joana;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
68;5,35616438356164;5;m;CB_30;Joana;nca nca;change_of_location;1;0M;I;1;1;1;right;self;1;0
68;5,35616438356164;5;m;CB_30;Joana;nca nca;change_of_location;2;M0;C;1;1;1;left;self;0;1
69;5,35616438356164;5;f;CB_12;Joana;acn acn;dual_identity;1;CX;I;1;1;1;right;self;0;0
69;5,35616438356164;5;f;CB_12;Joana;acn acn;dual_identity;2;CX;C;1;1;1;left;wind;1;0
69;5,35616438356164;5;f;CB_12;Joana;acn acn;control;1;CX;C;1;1;NA;right;wind;0;0
69;5,35616438356164;5;f;CB_12;Joana;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
69;5,35616438356164;5;f;CB_12;Joana;acn acn;change_of_location;1;0M;I;1;1;1;left;self;0;0
69;5,35616438356164;5;f;CB_12;Joana;acn acn;change_of_location;2;0M;C;1;1;1;left;wind;0;0
70;6,52602739726027;6;m;CB_25;Joana;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
70;6,52602739726027;6;m;CB_25;Joana;nca nca;dual_identity;2;XC;C;1;1;1;left;wind;0;0
70;6,52602739726027;6;m;CB_25;Joana;nca nca;control;1;XC;C;1;1;NA;right;self;1;1
70;6,52602739726027;6;m;CB_25;Joana;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
70;6,52602739726027;6;m;CB_25;Joana;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
70;6,52602739726027;6;m;CB_25;Joana;nca nca;change_of_location;2;M0;C;1;1;1;left;self;0;1
71;4,39726027397260;4;m;CB_26;Joana;nca nca;dual_identity;1;CX;I;1;1;1;right;self;0;0
71;4,39726027397260;4;m;CB_26;Joana;nca nca;dual_identity;2;CX;C;1;1;1;right;wind;0;0
71;4,39726027397260;4;m;CB_26;Joana;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
71;4,39726027397260;4;m;CB_26;Joana;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
71;4,39726027397260;4;m;CB_26;Joana;nca nca;change_of_location;1;0M;I;1;1;0;NA;NA;NA;NA
71;4,39726027397260;4;m;CB_26;Joana;nca nca;change_of_location;2;0M;C;1;1;0;NA;NA;NA;NA
74;4,32602739726027;4;m;CB_31;Joana;nca nca;dual_identity;1;CX;I;1;1;1;right;self;0;0
74;4,32602739726027;4;m;CB_31;Joana;nca nca;dual_identity;2;XC;C;1;1;1;left;wind;0;0
74;4,32602739726027;4;m;CB_31;Joana;nca nca;control;1;XC;C;1;1;NA;right;self;1;1
74;4,32602739726027;4;m;CB_31;Joana;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
74;4,32602739726027;4;m;CB_31;Joana;nca nca;change_of_location;1;0M;I;1;1;1;left;self;0;0
74;4,32602739726027;4;m;CB_31;Joana;nca nca;change_of_location;2;M0;C;1;1;1;left;wind;0;0
75;4,03013698630137;4;m;CB_27;Isa;nca nca;dual_identity;1;CX;I;1;0;1;left;wind;1;1
75;4,03013698630137;4;m;CB_27;Isa;nca nca;dual_identity;2;CX;C;1;0;1;left;wind;1;0
75;4,03013698630137;4;m;CB_27;Isa;nca nca;control;1;XC;C;1;0;NA;NA;NA;NA;NA
75;4,03013698630137;4;m;CB_27;Isa;nca nca;control;2;XC;I;1;0;NA;NA;NA;NA;NA
75;4,03013698630137;4;m;CB_27;Isa;nca nca;change_of_location;1;0M;I;1;0;1;left;self;0;0
75;4,03013698630137;4;m;CB_27;Isa;nca nca;change_of_location;2;0M;C;1;0;1;left;wind;0;0
76;6,15890410958904;6;f;CB_28;Isa;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
76;6,15890410958904;6;f;CB_28;Isa;nca nca;dual_identity;2;XC;C;1;1;1;right;self;1;1
76;6,15890410958904;6;f;CB_28;Isa;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
76;6,15890410958904;6;f;CB_28;Isa;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
76;6,15890410958904;6;f;CB_28;Isa;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
76;6,15890410958904;6;f;CB_28;Isa;nca nca;change_of_location;2;M0;C;1;1;1;left;self;0;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;dual_identity;1;CX;C;1;1;1;left;self;1;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;control;1;XC;I;1;1;NA;right;wind;1;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;change_of_location;1;0M;C;1;1;1;right;self;1;1
77;7,71780821917808;7;m;CB_24;Eva;nca nca;change_of_location;2;M0;I;1;1;1;left;wind;0;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;dual_identity;2;CX;I;1;1;1;left;wind;1;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;control;1;CX;I;1;1;NA;left;wind;1;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;control;2;XC;C;1;1;NA;right;self;1;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;change_of_location;1;M0;C;1;1;1;left;self;0;1
78;6,78356164383562;6;m;CB_23;Eva;nca nca;change_of_location;2;0M;I;1;1;1;right;wind;1;1
79;5,72054794520548;5;f;CB_22;Joana;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
79;5,72054794520548;5;f;CB_22;Joana;nca nca;dual_identity;2;CX;I;1;1;1;left;wind;1;1
79;5,72054794520548;5;f;CB_22;Joana;nca nca;control;1;XC;I;1;1;NA;right;wind;1;1
79;5,72054794520548;5;f;CB_22;Joana;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
79;5,72054794520548;5;f;CB_22;Joana;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
79;5,72054794520548;5;f;CB_22;Joana;nca nca;change_of_location;2;0M;I;1;1;1;right;wind;1;1
80;4,05753424657534;4;f;CB_21;Eva;nca nca;dual_identity;1;CX;C;1;0;1;right;wind;0;0
80;4,05753424657534;4;f;CB_21;Eva;nca nca;dual_identity;2;XC;I;1;0;1;left;self;0;0
80;4,05753424657534;4;f;CB_21;Eva;nca nca;control;1;CX;I;1;0;NA;NA;NA;NA;NA
80;4,05753424657534;4;f;CB_21;Eva;nca nca;control;2;XC;C;1;0;NA;NA;NA;NA;NA
80;4,05753424657534;4;f;CB_21;Eva;nca nca;change_of_location;1;0M;C;1;0;1;left;wind;0;0
80;4,05753424657534;4;f;CB_21;Eva;nca nca;change_of_location;2;M0;I;1;0;1;right;wind;1;1
81;4,33424657534247;4;f;CB_20;Eva;nca nca;dual_identity;1;CX;C;1;1;1;left;self;1;1
81;4,33424657534247;4;f;CB_20;Eva;nca nca;dual_identity;2;CX;I;1;1;1;left;self;1;0
81;4,33424657534247;4;f;CB_20;Eva;nca nca;control;1;XC;I;1;1;NA;right;wind;1;1
81;4,33424657534247;4;f;CB_20;Eva;nca nca;control;2;XC;C;1;1;NA;right;wind;1;0
81;4,33424657534247;4;f;CB_20;Eva;nca nca;change_of_location;1;0M;C;1;1;1;left;wind;0;0
81;4,33424657534247;4;f;CB_20;Eva;nca nca;change_of_location;2;0M;I;1;1;1;left;wind;0;1
82;7,67671232876712;7;m;CB_18;Eva;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
82;7,67671232876712;7;m;CB_18;Eva;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
82;7,67671232876712;7;m;CB_18;Eva;nca nca;control;1;XC;I;1;1;NA;right;wind;1;1
82;7,67671232876712;7;m;CB_18;Eva;nca nca;control;2;XC;C;1;1;NA;right;self;1;1
82;7,67671232876712;7;m;CB_18;Eva;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
82;7,67671232876712;7;m;CB_18;Eva;nca nca;change_of_location;2;M0;I;1;1;1;left;wind;0;1
84;4,23835616438356;4;f;CB_15;Isa;acn acn;dual_identity;1;XC;I;0;1;NA;NA;NA;NA;NA
84;4,23835616438356;4;f;CB_15;Isa;acn acn;dual_identity;2;CX;C;0;1;1;NA;NA;NA;NA
84;4,23835616438356;4;f;CB_15;Isa;acn acn;control;1;XC;C;0;1;NA;right;self;1;1
84;4,23835616438356;4;f;CB_15;Isa;acn acn;control;2;CX;I;0;1;NA;left;wind;1;1
84;4,23835616438356;4;f;CB_15;Isa;acn acn;change_of_location;1;M0;I;0;1;1;right;self;1;0
84;4,23835616438356;4;f;CB_15;Isa;acn acn;change_of_location;2;0M;C;0;1;1;left;wind;0;0
85;7,47397260273973;7;f;CB_14;Isa;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
85;7,47397260273973;7;f;CB_14;Isa;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
85;7,47397260273973;7;f;CB_14;Isa;acn acn;control;1;CX;C;1;1;NA;left;self;1;1
85;7,47397260273973;7;f;CB_14;Isa;acn acn;control;2;XC;I;1;1;NA;right;wind;1;1
85;7,47397260273973;7;f;CB_14;Isa;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
85;7,47397260273973;7;f;CB_14;Isa;acn acn;change_of_location;2;0M;C;1;1;1;right;self;1;1
87;4,62739726027397;4;m;CB_11;Isa;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
87;4,62739726027397;4;m;CB_11;Isa;acn acn;dual_identity;2;XC;C;1;1;1;right;self;1;1
87;4,62739726027397;4;m;CB_11;Isa;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
87;4,62739726027397;4;m;CB_11;Isa;acn acn;control;2;XC;I;1;1;NA;right;wind;1;1
87;4,62739726027397;4;m;CB_11;Isa;acn acn;change_of_location;1;M0;I;1;1;1;left;self;0;0
87;4,62739726027397;4;m;CB_11;Isa;acn acn;change_of_location;2;M0;C;1;1;1;left;wind;0;0
