id;age_years;age_years_full;sex;cb;experimenter;order;condition;trial;obj.pair;consis;hierarchy_dx_coin;hierarchy_x_coin;fb_control;res_c;res_t;c_correct;t_correct
131;5,31780821917808;5;m;CB_19;Eva;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
131;5,31780821917808;5;m;CB_19;Eva;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
131;5,31780821917808;5;m;CB_19;Eva;nca nca;control;1;CX;I;1;1;NA;left;self;1;0
131;5,31780821917808;5;m;CB_19;Eva;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
131;5,31780821917808;5;m;CB_19;Eva;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
131;5,31780821917808;5;m;CB_19;Eva;nca nca;change_of_location;2;M0;I;1;1;1;left;wind;0;1
132;5,90958904109589;5;m;CB_18;Isa;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
132;5,90958904109589;5;m;CB_18;Isa;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
132;5,90958904109589;5;m;CB_18;Isa;nca nca;control;1;XC;I;1;1;NA;left;self;0;0
132;5,90958904109589;5;m;CB_18;Isa;nca nca;control;2;XC;C;1;1;NA;right;self;1;1
132;5,90958904109589;5;m;CB_18;Isa;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
132;5,90958904109589;5;m;CB_18;Isa;nca nca;change_of_location;2;M0;I;1;1;1;left;wind;0;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
133;4,79178082191781;4;m;CB_15;Isa;acn acn;change_of_location;2;0M;C;1;1;NA;NA;NA;NA;NA
134;4,98904109589041;4;f;CB_15;Eva;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
134;4,98904109589041;4;f;CB_15;Eva;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
134;4,98904109589041;4;f;CB_15;Eva;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
134;4,98904109589041;4;f;CB_15;Eva;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
134;4,98904109589041;4;f;CB_15;Eva;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
134;4,98904109589041;4;f;CB_15;Eva;acn acn;change_of_location;2;0M;C;1;1;1;right;self;1;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;change_of_location;1;M0;C;1;1;1;left;self;0;1
135;6,93972602739726;6;f;CB_05;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;dual_identity;1;CX;C;1;1;1;left;self;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;control;1;XC;I;1;1;NA;right;wind;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;change_of_location;1;0M;C;1;1;1;right;self;1;1
137;7,07945205479452;7;f;CB_02;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
138;4,84109589041096;4;m;CB_30;Eva;nca nca;dual_identity;1;CX;I;1;1;1;right;wind;0;1
138;4,84109589041096;4;m;CB_30;Eva;nca nca;dual_identity;2;XC;C;1;1;1;left;wind;0;0
138;4,84109589041096;4;m;CB_30;Eva;nca nca;control;1;CX;C;1;1;NA;left;wind;1;0
138;4,84109589041096;4;m;CB_30;Eva;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
138;4,84109589041096;4;m;CB_30;Eva;nca nca;change_of_location;1;0M;I;1;1;1;left;wind;0;1
138;4,84109589041096;4;m;CB_30;Eva;nca nca;change_of_location;2;M0;C;1;1;1;right;wind;1;0
139;4,45753424657534;4;f;CB_12;Eva;acn acn;dual_identity;1;CX;I;1;1;1;left;wind;1;1
139;4,45753424657534;4;f;CB_12;Eva;acn acn;dual_identity;2;CX;C;1;1;1;left;self;1;1
139;4,45753424657534;4;f;CB_12;Eva;acn acn;control;1;CX;C;1;1;NA;right;wind;0;0
139;4,45753424657534;4;f;CB_12;Eva;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
139;4,45753424657534;4;f;CB_12;Eva;acn acn;change_of_location;1;0M;I;1;1;1;right;wind;1;1
139;4,45753424657534;4;f;CB_12;Eva;acn acn;change_of_location;2;0M;C;1;1;1;left;wind;0;0
142;7,02185792349727;7;m;CB_30;Isa;nca nca;dual_identity;1;CX;I;1;1;1;left;wind;1;1
142;7,02185792349727;7;m;CB_30;Isa;nca nca;dual_identity;2;XC;C;1;1;1;right;self;1;1
142;7,02185792349727;7;m;CB_30;Isa;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
142;7,02185792349727;7;m;CB_30;Isa;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
142;7,02185792349727;7;m;CB_30;Isa;nca nca;change_of_location;1;0M;I;1;1;1;right;wind;1;1
142;7,02185792349727;7;m;CB_30;Isa;nca nca;change_of_location;2;M0;C;1;1;1;left;self;0;1
143;5,12602739726027;5;m;CB_12;Eva;acn acn;dual_identity;1;CX;I;0;1;0;NA;NA;NA;NA
143;5,12602739726027;5;m;CB_12;Eva;acn acn;dual_identity;2;CX;C;0;1;1;NA;NA;NA;NA
143;5,12602739726027;5;m;CB_12;Eva;acn acn;control;1;CX;C;0;1;NA;left;self;1;1
143;5,12602739726027;5;m;CB_12;Eva;acn acn;control;2;CX;I;0;1;NA;left;wind;1;1
143;5,12602739726027;5;m;CB_12;Eva;acn acn;change_of_location;1;0M;I;0;1;1;right;wind;1;1
143;5,12602739726027;5;m;CB_12;Eva;acn acn;change_of_location;2;0M;C;0;1;1;left;wind;0;0
144;4,73698630136986;4;f;CB_13;Eva;acn acn;dual_identity;1;CX;I;1;1;1;left;wind;1;1
144;4,73698630136986;4;f;CB_13;Eva;acn acn;dual_identity;2;XC;C;1;1;1;right;self;1;1
144;4,73698630136986;4;f;CB_13;Eva;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
144;4,73698630136986;4;f;CB_13;Eva;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
144;4,73698630136986;4;f;CB_13;Eva;acn acn;change_of_location;1;0M;I;1;1;1;left;self;0;0
144;4,73698630136986;4;f;CB_13;Eva;acn acn;change_of_location;2;M0;C;1;1;1;right;wind;1;0
145;6,42739726027397;6;m;CB_17;Eva;nca nca;dual_identity;1;CX;C;1;1;1;left;self;1;1
145;6,42739726027397;6;m;CB_17;Eva;nca nca;dual_identity;2;CX;I;1;1;1;left;wind;1;1
145;6,42739726027397;6;m;CB_17;Eva;nca nca;control;1;CX;I;1;1;NA;left;wind;1;1
145;6,42739726027397;6;m;CB_17;Eva;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
145;6,42739726027397;6;m;CB_17;Eva;nca nca;change_of_location;1;0M;C;1;1;1;right;self;1;1
145;6,42739726027397;6;m;CB_17;Eva;nca nca;change_of_location;2;0M;I;1;1;1;right;self;1;0
146;6,00819672131148;6;f;CB_29;Eva;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
146;6,00819672131148;6;f;CB_29;Eva;nca nca;dual_identity;2;CX;C;1;1;1;left;wind;1;0
146;6,00819672131148;6;f;CB_29;Eva;nca nca;control;1;XC;C;1;1;NA;right;self;1;1
146;6,00819672131148;6;f;CB_29;Eva;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
146;6,00819672131148;6;f;CB_29;Eva;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
146;6,00819672131148;6;f;CB_29;Eva;nca nca;change_of_location;2;0M;C;1;1;1;right;self;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;dual_identity;1;CX;I;1;1;1;left;wind;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;dual_identity;2;XC;C;1;1;1;right;self;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;control;1;CX;C;1;1;NA;left;self;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;change_of_location;1;0M;I;1;1;1;right;wind;1;1
149;7,89863013698630;7;f;CB_30;Eva;nca nca;change_of_location;2;M0;C;1;1;1;left;self;0;1
150;5,34246575342466;5;m;CB_01;Eva;acn acn;dual_identity;1;XC;C;1;0;1;right;self;1;1
150;5,34246575342466;5;m;CB_01;Eva;acn acn;dual_identity;2;XC;I;1;0;0;NA;NA;NA;NA
150;5,34246575342466;5;m;CB_01;Eva;acn acn;control;1;CX;I;1;0;NA;NA;NA;NA;NA
150;5,34246575342466;5;m;CB_01;Eva;acn acn;control;2;CX;C;1;0;NA;NA;NA;NA;NA
150;5,34246575342466;5;m;CB_01;Eva;acn acn;change_of_location;1;M0;C;1;0;1;right;wind;1;0
150;5,34246575342466;5;m;CB_01;Eva;acn acn;change_of_location;2;M0;I;1;0;1;right;self;1;0
152;5,04371584699454;5;f;CB_02;Eva;acn acn;dual_identity;1;CX;C;1;1;1;left;self;1;1
152;5,04371584699454;5;f;CB_02;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
152;5,04371584699454;5;f;CB_02;Eva;acn acn;control;1;XC;I;1;1;NA;left;self;0;0
152;5,04371584699454;5;f;CB_02;Eva;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
152;5,04371584699454;5;f;CB_02;Eva;acn acn;change_of_location;1;0M;C;1;1;1;right;wind;1;0
152;5,04371584699454;5;f;CB_02;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
153;4,80547945205479;4;f;CB_03;Isa;acn acn;dual_identity;1;CX;C;1;1;1;right;wind;0;0
153;4,80547945205479;4;f;CB_03;Isa;acn acn;dual_identity;2;CX;I;1;1;1;right;self;0;0
153;4,80547945205479;4;f;CB_03;Isa;acn acn;control;1;CX;I;1;1;NA;right;self;0;0
153;4,80547945205479;4;f;CB_03;Isa;acn acn;control;2;CX;C;1;1;NA;left;self;1;1
153;4,80547945205479;4;f;CB_03;Isa;acn acn;change_of_location;1;0M;C;1;1;1;left;wind;0;0
153;4,80547945205479;4;f;CB_03;Isa;acn acn;change_of_location;2;0M;I;1;1;1;left;self;0;0
154;6,31780821917808;6;m;CB_04;Isa;acn acn;dual_identity;1;XC;C;0;1;1;NA;NA;NA;NA
154;6,31780821917808;6;m;CB_04;Isa;acn acn;dual_identity;2;XC;I;0;1;1;NA;NA;NA;NA
154;6,31780821917808;6;m;CB_04;Isa;acn acn;control;1;XC;I;0;1;NA;right;wind;1;1
154;6,31780821917808;6;m;CB_04;Isa;acn acn;control;2;XC;C;0;1;NA;right;self;1;1
154;6,31780821917808;6;m;CB_04;Isa;acn acn;change_of_location;1;M0;C;0;1;1;left;wind;0;0
154;6,31780821917808;6;m;CB_04;Isa;acn acn;change_of_location;2;M0;I;0;1;1;left;wind;0;1
155;6,03278688524590;6;m;CB_07;Isa;acn acn;dual_identity;1;CX;C;1;1;1;right;wind;0;0
155;6,03278688524590;6;m;CB_07;Isa;acn acn;dual_identity;2;XC;I;1;1;1;left;self;0;0
155;6,03278688524590;6;m;CB_07;Isa;acn acn;control;1;CX;I;1;1;NA;left;self;1;0
155;6,03278688524590;6;m;CB_07;Isa;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
155;6,03278688524590;6;m;CB_07;Isa;acn acn;change_of_location;1;0M;C;1;1;1;left;wind;0;0
155;6,03278688524590;6;m;CB_07;Isa;acn acn;change_of_location;2;M0;I;1;1;1;right;self;1;0
156;7,86849315068493;7;f;CB_10;Isa;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
156;7,86849315068493;7;f;CB_10;Isa;acn acn;dual_identity;2;XC;C;1;1;1;right;wind;1;0
156;7,86849315068493;7;f;CB_10;Isa;acn acn;control;1;CX;C;1;1;NA;left;wind;1;0
156;7,86849315068493;7;f;CB_10;Isa;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
156;7,86849315068493;7;f;CB_10;Isa;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
156;7,86849315068493;7;f;CB_10;Isa;acn acn;change_of_location;2;M0;C;1;1;1;left;wind;0;0
157;6,41369863013699;6;f;CB_13;Eva;acn acn;dual_identity;1;CX;I;1;1;1;left;wind;1;1
157;6,41369863013699;6;f;CB_13;Eva;acn acn;dual_identity;2;XC;C;1;1;1;right;self;1;1
157;6,41369863013699;6;f;CB_13;Eva;acn acn;control;1;XC;C;1;1;NA;right;self;1;1
157;6,41369863013699;6;f;CB_13;Eva;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
157;6,41369863013699;6;f;CB_13;Eva;acn acn;change_of_location;1;0M;I;1;1;1;right;wind;1;1
157;6,41369863013699;6;f;CB_13;Eva;acn acn;change_of_location;2;M0;C;1;1;1;right;self;1;1
158;5,22739726027397;5;m;CB_17;Isa;nca nca;dual_identity;1;CX;C;0;1;1;NA;NA;NA;NA
158;5,22739726027397;5;m;CB_17;Isa;nca nca;dual_identity;2;CX;I;0;1;1;NA;NA;NA;NA
158;5,22739726027397;5;m;CB_17;Isa;nca nca;control;1;CX;I;0;1;NA;left;wind;1;1
158;5,22739726027397;5;m;CB_17;Isa;nca nca;control;2;CX;C;0;1;NA;left;self;1;1
158;5,22739726027397;5;m;CB_17;Isa;nca nca;change_of_location;1;0M;C;0;1;1;right;wind;1;0
158;5,22739726027397;5;m;CB_17;Isa;nca nca;change_of_location;2;0M;I;0;1;1;left;self;0;0
159;5,54794520547945;5;f;CB_19;Isa;nca nca;dual_identity;1;XC;C;1;1;1;right;self;1;1
159;5,54794520547945;5;f;CB_19;Isa;nca nca;dual_identity;2;XC;I;1;1;1;right;wind;1;1
159;5,54794520547945;5;f;CB_19;Isa;nca nca;control;1;CX;I;1;1;NA;left;wind;1;1
159;5,54794520547945;5;f;CB_19;Isa;nca nca;control;2;CX;C;1;1;NA;left;self;1;1
159;5,54794520547945;5;f;CB_19;Isa;nca nca;change_of_location;1;M0;C;1;1;1;left;wind;0;0
159;5,54794520547945;5;f;CB_19;Isa;nca nca;change_of_location;2;M0;I;1;1;1;left;wind;0;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;dual_identity;2;CX;C;1;1;1;left;self;1;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;control;1;XC;C;1;1;NA;right;self;1;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;control;2;CX;I;1;1;NA;left;wind;1;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
161;7,07377049180328;7;f;CB_29;Isa;nca nca;change_of_location;2;0M;C;1;1;1;right;self;1;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;dual_identity;1;XC;I;1;1;1;right;wind;1;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;dual_identity;2;XC;C;1;1;1;right;self;1;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;control;1;XC;C;1;1;NA;right;self;1;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;control;2;XC;I;1;1;NA;right;wind;1;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;change_of_location;1;M0;I;1;1;1;left;wind;0;1
162;7,36986301369863;7;f;CB_25;Isa;nca nca;change_of_location;2;M0;C;1;1;1;left;wind;0;0
163;4,43287671232877;4;f;CB_02;Eva;acn acn;dual_identity;1;CX;C;1;1;1;right;wind;0;0
163;4,43287671232877;4;f;CB_02;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
163;4,43287671232877;4;f;CB_02;Eva;acn acn;control;1;XC;I;1;1;NA;right;wind;1;1
163;4,43287671232877;4;f;CB_02;Eva;acn acn;control;2;XC;C;1;1;NA;right;wind;1;0
163;4,43287671232877;4;f;CB_02;Eva;acn acn;change_of_location;1;0M;C;1;1;1;right;wind;1;0
163;4,43287671232877;4;f;CB_02;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;dual_identity;1;CX;C;1;1;1;left;self;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;control;2;CX;C;1;1;NA;left;self;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;change_of_location;1;0M;C;1;1;1;right;self;1;1
164;7,23561643835616;7;m;CB_03;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
165;4,12841530054645;4;f;CB_05;Eva;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
165;4,12841530054645;4;f;CB_05;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
165;4,12841530054645;4;f;CB_05;Eva;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
165;4,12841530054645;4;f;CB_05;Eva;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
165;4,12841530054645;4;f;CB_05;Eva;acn acn;change_of_location;1;M0;C;1;1;1;right;wind;1;0
165;4,12841530054645;4;f;CB_05;Eva;acn acn;change_of_location;2;0M;I;1;1;0;NA;NA;NA;NA
167;7,69315068493151;7;m;CB_08;Eva;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
167;7,69315068493151;7;m;CB_08;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
167;7,69315068493151;7;m;CB_08;Eva;acn acn;control;1;XC;I;1;1;NA;left;self;0;0
167;7,69315068493151;7;m;CB_08;Eva;acn acn;control;2;CX;C;1;1;NA;left;self;1;1
167;7,69315068493151;7;m;CB_08;Eva;acn acn;change_of_location;1;M0;C;1;1;1;left;self;0;1
167;7,69315068493151;7;m;CB_08;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
168;5,46575342465753;5;f;CB_07;Eva;acn acn;dual_identity;1;CX;C;1;1;1;left;self;1;1
168;5,46575342465753;5;f;CB_07;Eva;acn acn;dual_identity;2;XC;I;1;1;1;right;wind;1;1
168;5,46575342465753;5;f;CB_07;Eva;acn acn;control;1;CX;I;1;1;NA;left;wind;1;1
168;5,46575342465753;5;f;CB_07;Eva;acn acn;control;2;XC;C;1;1;NA;right;self;1;1
168;5,46575342465753;5;f;CB_07;Eva;acn acn;change_of_location;1;0M;C;1;1;1;right;wind;1;0
168;5,46575342465753;5;f;CB_07;Eva;acn acn;change_of_location;2;M0;I;1;1;1;left;wind;0;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;dual_identity;1;XC;C;1;1;1;right;self;1;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;dual_identity;2;CX;I;1;1;1;left;wind;1;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;control;1;XC;I;1;1;NA;right;wind;1;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;control;2;CX;C;1;1;NA;left;self;1;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;change_of_location;1;M0;C;1;1;1;left;self;0;1
169;5,17808219178082;5;f;CB_08;Eva;acn acn;change_of_location;2;0M;I;1;1;1;right;wind;1;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;dual_identity;1;XC;I;1;1;1;right;wind;1;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;dual_identity;2;XC;C;1;1;1;right;self;1;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;control;1;CX;C;1;1;NA;left;self;1;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;control;2;CX;I;1;1;NA;left;wind;1;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;change_of_location;1;M0;I;1;1;1;left;wind;0;1
170;7,40821917808219;7;m;CB_10;Eva;acn acn;change_of_location;2;M0;C;1;1;1;left;self;0;1
